date,MACD,MACD_Hist,MACD_Signal
2012-09-28,-0.1465,-0.0317,-0.1148
2012-10-01,-0.1652,-0.0404,-0.1249
2012-10-02,-0.1737,-0.039,-0.1346
2012-10-03,-0.189,-0.0435,-0.1455
2012-10-04,-0.1523,-0.0054,-0.1469
2012-10-05,-0.1473,-0.0003,-0.1469
2012-10-08,-0.152,-0.0041,-0.148
2012-10-09,-0.1763,-0.0227,-0.1536
2012-10-10,-0.211,-0.0459,-0.1651
2012-10-11,-0.2301,-0.052,-0.1781
2012-10-12,-0.2512,-0.0585,-0.1927
2012-10-15,-0.2522,-0.0475,-0.2046
2012-10-16,-0.2205,-0.0127,-0.2078
2012-10-17,-0.2012,0.0053,-0.2065
2012-10-18,-0.1997,0.0054,-0.2051
2012-10-19,-0.2565,-0.0411,-0.2154
2012-10-22,-0.3088,-0.0747,-0.2341
2012-10-23,-0.3176,-0.0668,-0.2508
2012-10-24,-0.3336,-0.0663,-0.2673
2012-10-25,-0.3415,-0.0594,-0.2822
2012-10-26,-0.3542,-0.0576,-0.2966
2012-10-31,-0.3661,-0.0556,-0.3105
2012-11-01,-0.3254,-0.0119,-0.3135
2012-11-02,-0.2946,0.0151,-0.3097
2012-11-05,-0.2248,0.0679,-0.2927
2012-11-06,-0.1684,0.0995,-0.2678
2012-11-07,-0.1541,0.091,-0.2451
2012-11-08,-0.1357,0.0876,-0.2232
2012-11-09,-0.1587,0.0516,-0.2103
2012-11-12,-0.1969,0.0107,-0.2076
2012-11-13,-0.2314,-0.019,-0.2124
2012-11-14,-0.2788,-0.0532,-0.2257
2012-11-15,-0.3089,-0.0666,-0.2423
2012-11-16,-0.3457,-0.0827,-0.263
2012-11-19,-0.3451,-0.0657,-0.2794
2012-11-20,-0.3574,-0.0624,-0.295
2012-11-21,-0.3366,-0.0333,-0.3033
2012-11-23,-0.3101,-0.0054,-0.3047
2012-11-26,-0.2695,0.0282,-0.2977
2012-11-27,-0.2306,0.0537,-0.2842
2012-11-28,-0.1891,0.0761,-0.2652
2012-11-29,-0.172,0.0746,-0.2466
2012-11-30,-0.1622,0.0675,-0.2297
2012-12-03,-0.1702,0.0476,-0.2178
2012-12-04,-0.1471,0.0566,-0.2037
2012-12-05,-0.138,0.0525,-0.1905
2012-12-06,-0.1278,0.0502,-0.178
2012-12-07,-0.1203,0.0462,-0.1664
2012-12-10,-0.0807,0.0686,-0.1493
2012-12-11,-0.0257,0.0989,-0.1246
2012-12-12,0.0074,0.1056,-0.0982
2012-12-13,0.034,0.1057,-0.0717
2012-12-14,0.0592,0.1048,-0.0455
2012-12-17,0.074,0.0956,-0.0216
2012-12-18,0.0866,0.0866,0.0
2012-12-19,0.1028,0.0822,0.0206
2012-12-20,0.1134,0.0743,0.0391
2012-12-21,0.0974,0.0466,0.0508
2012-12-24,0.0757,0.0199,0.0558
2012-12-26,0.057,0.001,0.056
2012-12-27,0.0354,-0.0165,0.0519
2012-12-28,0.0133,-0.0309,0.0442
2012-12-31,0.0085,-0.0285,0.037
2013-01-02,0.0414,0.0035,0.0379
2013-01-03,0.0675,0.0237,0.0438
2013-01-04,0.1207,0.0615,0.0592
2013-01-07,0.1307,0.0572,0.0735
2013-01-08,0.1148,0.033,0.0817
2013-01-09,0.0785,-0.0026,0.0811
2013-01-10,0.0509,-0.0242,0.0751
2013-01-11,0.027,-0.0384,0.0655
2013-01-14,0.0072,-0.0466,0.0538
2013-01-15,-0.0259,-0.0638,0.0379
2013-01-16,-0.0428,-0.0645,0.0217
2013-01-17,-0.0428,-0.0516,0.0088
2013-01-18,-0.0487,-0.046,-0.0027
2013-01-22,-0.0575,-0.0439,-0.0136
2013-01-23,-0.0622,-0.0388,-0.0234
2013-01-24,-0.0604,-0.0296,-0.0308
2013-01-25,-0.0407,-0.0079,-0.0327
2013-01-28,-0.0089,0.0191,-0.028
2013-01-29,-0.0054,0.0181,-0.0234
2013-01-30,-0.0041,0.0154,-0.0196
2013-01-31,-0.0079,0.0093,-0.0173
2013-02-01,-0.002,0.0122,-0.0142
2013-02-04,-0.0142,0.0,-0.0142
2013-02-05,-0.0011,0.0104,-0.0116
2013-02-06,0.0011,0.0101,-0.0091
2013-02-07,-0.0012,0.0063,-0.0075
2013-02-08,0.0035,0.0087,-0.0053
2013-02-11,0.0182,0.0188,-0.0006
2013-02-12,0.0232,0.019,0.0042
2013-02-13,0.022,0.0143,0.0077
2013-02-14,0.0496,0.0335,0.0161
2013-02-15,0.0707,0.0437,0.027
2013-02-19,0.0724,0.0363,0.0361
2013-02-20,0.0589,0.0183,0.0407
2013-02-21,0.0405,-0.0001,0.0406
2013-02-22,0.044,0.0027,0.0413
2013-02-25,0.0287,-0.0101,0.0388
2013-02-26,0.0219,-0.0135,0.0354
2013-02-27,0.0347,-0.0005,0.0353
2013-02-28,0.0492,0.0111,0.038
2013-03-01,0.0639,0.0207,0.0432
2013-03-04,0.0703,0.0217,0.0486
2013-03-05,0.0861,0.03,0.0561
2013-03-06,0.0967,0.0325,0.0642
2013-03-07,0.1015,0.0298,0.0717
2013-03-08,0.1089,0.0298,0.0791
2013-03-11,0.1035,0.0195,0.084
2013-03-12,0.1017,0.0141,0.0875
2013-03-13,0.0991,0.0092,0.0898
2013-03-14,0.0967,0.0055,0.0912
2013-03-15,0.085,-0.005,0.09
2013-03-18,0.0676,-0.0179,0.0855
2013-03-19,0.0469,-0.0309,0.0778
2013-03-20,0.0421,-0.0286,0.0706
2013-03-21,0.0219,-0.039,0.0609
2013-03-22,0.0106,-0.0402,0.0508
2013-03-25,-0.004,-0.0438,0.0399
2013-03-26,-0.0081,-0.0384,0.0303
2013-03-27,0.0006,-0.0237,0.0243
2013-03-28,0.0219,-0.002,0.0238
2013-04-01,0.0048,-0.0153,0.02
2013-04-02,-0.0195,-0.0316,0.0121
2013-04-03,-0.0501,-0.0498,-0.0003
2013-04-04,-0.0641,-0.051,-0.0131
2013-04-05,-0.0571,-0.0352,-0.0219
2013-04-08,-0.0534,-0.0252,-0.0282
2013-04-09,-0.034,-0.0046,-0.0293
2013-04-10,-0.0024,0.0216,-0.0239
2013-04-11,0.0176,0.0333,-0.0156
2013-04-12,0.0586,0.0594,-0.0008
2013-04-15,0.0685,0.0554,0.0131
2013-04-16,0.0867,0.0589,0.0278
2013-04-17,0.0859,0.0465,0.0394
2013-04-18,0.0649,0.0203,0.0445
2013-04-19,0.05,0.0044,0.0456
2013-04-22,0.0394,-0.005,0.0444
2013-04-23,0.0569,0.01,0.0469
2013-04-24,0.1051,0.0466,0.0585
2013-04-25,0.1504,0.0735,0.0769
2013-04-26,0.1795,0.0821,0.0974
2013-04-29,0.2129,0.0924,0.1205
2013-04-30,0.2527,0.1057,0.1469
2013-05-01,0.2714,0.0995,0.1718
2013-05-02,0.2957,0.0991,0.1966
2013-05-03,0.3161,0.0956,0.2205
2013-05-06,0.3254,0.0839,0.2415
2013-05-07,0.3145,0.0584,0.2561
2013-05-08,0.3223,0.053,0.2693
2013-05-09,0.3256,0.045,0.2806
2013-05-10,0.3748,0.0753,0.2994
2013-05-13,0.3851,0.0685,0.3166
2013-05-14,0.4055,0.0712,0.3344
2013-05-15,0.4364,0.0817,0.3548
2013-05-16,0.4505,0.0766,0.3739
2013-05-17,0.4756,0.0813,0.3942
2013-05-20,0.4874,0.0745,0.4129
2013-05-21,0.4974,0.0677,0.4298
2013-05-22,0.4582,0.0227,0.4355
2013-05-23,0.4405,0.0041,0.4365
2013-05-24,0.4145,-0.0176,0.4321
2013-05-28,0.3886,-0.0348,0.4234
2013-05-29,0.3567,-0.0533,0.4101
2013-05-30,0.3428,-0.0538,0.3966
2013-05-31,0.3153,-0.0651,0.3803
2013-06-03,0.2885,-0.0735,0.362
2013-06-04,0.2658,-0.0769,0.3427
2013-06-05,0.2203,-0.098,0.3183
2013-06-06,0.1893,-0.1032,0.2925
2013-06-07,0.1784,-0.0912,0.2696
2013-06-10,0.1674,-0.0818,0.2492
2013-06-11,0.1354,-0.091,0.2264
2013-06-12,0.0992,-0.1018,0.201
2013-06-13,0.0952,-0.0846,0.1798
2013-06-14,0.0894,-0.0723,0.1617
2013-06-17,0.095,-0.0534,0.1484
2013-06-18,0.0912,-0.0458,0.137
2013-06-19,0.1222,-0.0118,0.134
2013-06-20,0.1132,-0.0166,0.1298
2013-06-21,0.1029,-0.0216,0.1244
2013-06-24,0.0701,-0.0435,0.1136
2013-06-25,0.0516,-0.0496,0.1012
2013-06-26,0.0301,-0.0569,0.0869
2013-06-27,0.0025,-0.0675,0.0701
2013-06-28,-0.0167,-0.0694,0.0527
2013-07-01,-0.0268,-0.0636,0.0368
2013-07-02,-0.0351,-0.0576,0.0224
2013-07-03,-0.0381,-0.0484,0.0103
2013-07-05,-0.0312,-0.0333,0.002
2013-07-08,-0.0315,-0.0268,-0.0047
2013-07-09,-0.0253,-0.0164,-0.0088
2013-07-10,-0.005,0.003,-0.008
2013-07-11,0.0269,0.0279,-0.0011
2013-07-12,0.0523,0.0427,0.0096
2013-07-15,0.0693,0.0477,0.0216
2013-07-16,0.0882,0.0533,0.0349
2013-07-17,0.0956,0.0486,0.047
2013-07-18,0.0955,0.0388,0.0567
2013-07-19,0.0696,0.0103,0.0593
2013-07-22,0.0478,-0.0092,0.057
2013-07-23,0.0285,-0.0228,0.0513
2013-07-24,0.0131,-0.0306,0.0437
2013-07-25,0.0048,-0.0311,0.0359
2013-07-26,-0.0065,-0.0339,0.0274
2013-07-29,-0.0176,-0.036,0.0184
2013-07-30,-0.007,-0.0204,0.0133
2013-07-31,0.0033,-0.008,0.0113
2013-08-01,0.0278,0.0132,0.0146
2013-08-02,0.0562,0.0333,0.0229
2013-08-05,0.0834,0.0484,0.035
2013-08-06,0.0862,0.0409,0.0453
2013-08-07,0.0866,0.0331,0.0535
2013-08-08,0.0939,0.0323,0.0616
2013-08-09,0.0818,0.0162,0.0656
2013-08-12,0.0618,-0.003,0.0649
2013-08-13,0.0495,-0.0123,0.0618
2013-08-14,0.0879,0.0209,0.067
2013-08-15,0.1246,0.046,0.0785
2013-08-16,0.157,0.0628,0.0942
2013-08-19,0.1615,0.0539,0.1077
2013-08-20,0.1633,0.0445,0.1188
2013-08-21,0.1572,0.0307,0.1265
2013-08-22,0.157,0.0244,0.1326
2013-08-23,0.155,0.018,0.1371
2013-08-26,0.1545,0.014,0.1406
2013-08-27,0.1372,-0.0026,0.1399
2013-08-28,0.1217,-0.0145,0.1363
2013-08-29,0.1058,-0.0244,0.1302
2013-08-30,0.0905,-0.0317,0.1222
2013-09-03,0.0783,-0.0352,0.1134
2013-09-04,0.079,-0.0276,0.1066
2013-09-05,0.0818,-0.0198,0.1016
2013-09-06,0.0784,-0.0186,0.097
2013-09-09,0.0943,-0.0022,0.0964
2013-09-10,0.1316,0.0281,0.1035
2013-09-11,0.1801,0.0613,0.1188
2013-09-12,0.2152,0.0771,0.1381
2013-09-13,0.2483,0.0882,0.1601
2013-09-16,0.2721,0.0896,0.1825
2013-09-17,0.2917,0.0874,0.2043
2013-09-18,0.3148,0.0884,0.2264
2013-09-19,0.3234,0.0776,0.2458
2013-09-20,0.3161,0.0562,0.2599
2013-09-23,0.2944,0.0276,0.2668
2013-09-24,0.2789,0.0097,0.2692
2013-09-25,0.2655,-0.003,0.2685
2013-09-26,0.2476,-0.0167,0.2643
2013-09-27,0.2236,-0.0326,0.2562
2013-09-30,0.2006,-0.0444,0.245
2013-10-01,0.1795,-0.0524,0.2319
2013-10-02,0.1602,-0.0574,0.2176
2013-10-03,0.1304,-0.0697,0.2002
2013-10-04,0.1224,-0.0622,0.1846
2013-10-07,0.1147,-0.0559,0.1706
2013-10-08,0.097,-0.0589,0.1559
2013-10-09,0.0628,-0.0744,0.1373
2013-10-10,0.0486,-0.071,0.1195
2013-10-11,0.0268,-0.0742,0.101
2013-10-14,0.0279,-0.0585,0.0864
2013-10-15,0.022,-0.0515,0.0735
2013-10-16,0.0323,-0.033,0.0652
2013-10-17,0.0423,-0.0183,0.0607
2013-10-18,0.0641,0.0028,0.0614
2013-10-21,0.0836,0.0178,0.0658
2013-10-22,0.0916,0.0206,0.071
2013-10-23,0.0753,0.0035,0.0718
2013-10-24,0.0525,-0.0155,0.068
2013-10-25,0.0224,-0.0365,0.0589
2013-10-28,-0.0038,-0.0501,0.0463
2013-10-29,-0.0227,-0.0552,0.0325
2013-10-30,-0.038,-0.0564,0.0184
2013-10-31,-0.0521,-0.0564,0.0043
2013-11-01,-0.0573,-0.0493,-0.008
2013-11-04,-0.0953,-0.0699,-0.0255
2013-11-05,-0.1257,-0.0802,-0.0455
2013-11-06,-0.1401,-0.0756,-0.0644
2013-11-07,-0.178,-0.0909,-0.0872
2013-11-08,-0.1248,-0.0301,-0.0947
2013-11-11,-0.0713,0.0187,-0.09
2013-11-12,-0.0266,0.0507,-0.0773
2013-11-13,0.0435,0.0966,-0.0532
2013-11-14,0.1034,0.1253,-0.0218
2013-11-15,0.1453,0.1337,0.0116
2013-11-18,0.1452,0.1069,0.0383
2013-11-19,0.1165,0.0625,0.0539
2013-11-20,0.0742,0.0162,0.058
2013-11-21,0.0499,-0.0065,0.0564
2013-11-22,0.0183,-0.0305,0.0488
2013-11-25,0.0196,-0.0233,0.0429
2013-11-26,0.0308,-0.0097,0.0405
2013-11-27,0.044,0.0028,0.0412
2013-11-29,0.0459,0.0038,0.0422
2013-12-02,0.0588,0.0133,0.0455
2013-12-03,0.0675,0.0176,0.0499
2013-12-04,0.091,0.0329,0.0581
2013-12-05,0.0877,0.0237,0.064
2013-12-06,0.0657,0.0014,0.0644
2013-12-09,0.0267,-0.0302,0.0568
2013-12-10,0.024,-0.0262,0.0503
2013-12-11,0.0098,-0.0324,0.0422
2013-12-12,-0.0255,-0.0541,0.0286
2013-12-13,-0.06,-0.0709,0.0109
2013-12-16,-0.0847,-0.0765,-0.0082
2013-12-17,-0.0975,-0.0715,-0.0261
2013-12-18,-0.0897,-0.0509,-0.0388
2013-12-19,-0.0778,-0.0312,-0.0466
2013-12-20,-0.0433,0.0027,-0.0459
2013-12-23,-0.0081,0.0303,-0.0384
2013-12-24,0.0227,0.0489,-0.0262
2013-12-26,0.0346,0.0486,-0.014
2013-12-27,0.0508,0.0518,-0.001
2013-12-30,0.0796,0.0645,0.0151
2013-12-31,0.1052,0.0721,0.0331
2014-01-02,0.1114,0.0626,0.0488
2014-01-03,0.0997,0.0408,0.0589
2014-01-06,0.1062,0.0378,0.0684
2014-01-07,0.1309,0.05,0.0809
2014-01-08,0.1662,0.0683,0.098
2014-01-09,0.1434,0.0363,0.1071
2014-01-10,0.1222,0.0122,0.1101
2014-01-13,0.0748,-0.0282,0.103
2014-01-14,0.075,-0.0224,0.0974
2014-01-15,0.0879,-0.0076,0.0955
2014-01-16,0.101,0.0044,0.0966
2014-01-17,0.1045,0.0063,0.0982
2014-01-21,0.1109,0.0102,0.1008
2014-01-22,0.113,0.0098,0.1032
2014-01-23,0.1086,0.0043,0.1043
2014-01-24,0.0712,-0.0265,0.0977
2014-01-27,0.0331,-0.0516,0.0848
2014-01-28,0.0149,-0.0559,0.0708
2014-01-29,-0.0116,-0.0659,0.0543
2014-01-30,-0.0114,-0.0526,0.0412
2014-01-31,-0.0128,-0.0431,0.0304
2014-02-03,-0.0304,-0.0486,0.0182
2014-02-04,-0.0367,-0.044,0.0072
2014-02-05,-0.0524,-0.0477,-0.0047
2014-02-06,-0.0482,-0.0348,-0.0134
2014-02-07,-0.0259,-0.01,-0.0159
2014-02-10,-0.0042,0.0093,-0.0136
2014-02-11,0.0392,0.0422,-0.003
2014-02-12,0.119,0.0976,0.0214
2014-02-13,0.2224,0.1608,0.0616
2014-02-14,0.3448,0.2266,0.1182
2014-02-18,0.436,0.2542,0.1818
2014-02-19,0.5216,0.2718,0.2497
2014-02-20,0.6337,0.3072,0.3265
2014-02-21,0.7032,0.3014,0.4019
2014-02-24,0.7712,0.2955,0.4757
2014-02-25,0.8021,0.2611,0.541
2014-02-26,0.8148,0.219,0.5958
2014-02-27,0.7987,0.1623,0.6364
2014-02-28,0.7674,0.1048,0.6626
2014-03-03,0.727,0.0515,0.6754
2014-03-04,0.7021,0.0214,0.6808
2014-03-05,0.6875,0.0053,0.6821
2014-03-06,0.6474,-0.0278,0.6752
2014-03-07,0.607,-0.0545,0.6615
2014-03-10,0.5469,-0.0917,0.6386
2014-03-11,0.508,-0.1045,0.6125
2014-03-12,0.4757,-0.1095,0.5851
2014-03-13,0.3987,-0.1492,0.5478
2014-03-14,0.3402,-0.1661,0.5063
2014-03-17,0.2905,-0.1727,0.4631
2014-03-18,0.2817,-0.1451,0.4269
2014-03-19,0.2968,-0.1041,0.4008
2014-03-20,0.3064,-0.0756,0.3819
2014-03-21,0.308,-0.0591,0.3672
2014-03-24,0.2986,-0.0548,0.3535
2014-03-25,0.2879,-0.0525,0.3403
2014-03-26,0.2427,-0.0782,0.3208
2014-03-27,0.1853,-0.1084,0.2937
2014-03-28,0.1471,-0.1173,0.2644
2014-03-31,0.1162,-0.1185,0.2347
2014-04-01,0.1497,-0.068,0.2177
2014-04-02,0.1647,-0.0424,0.2071
2014-04-03,0.1906,-0.0133,0.2038
2014-04-04,0.1623,-0.0332,0.1955
2014-04-07,0.1432,-0.0419,0.1851
2014-04-08,0.1784,-0.0053,0.1837
2014-04-09,0.2023,0.0149,0.1874
2014-04-10,0.1821,-0.0043,0.1864
2014-04-11,0.1434,-0.0344,0.1778
2014-04-14,0.1275,-0.0403,0.1677
2014-04-15,0.1239,-0.0351,0.159
2014-04-16,0.1228,-0.0289,0.1517
2014-04-17,0.1262,-0.0204,0.1466
2014-04-21,0.1394,-0.0058,0.1452
2014-04-22,0.1609,0.0125,0.1483
2014-04-23,0.1934,0.0361,0.1573
2014-04-24,0.2303,0.0584,0.1719
2014-04-25,0.2143,0.0339,0.1804
2014-04-28,0.1929,0.01,0.1829
2014-04-29,0.1771,-0.0046,0.1817
2014-04-30,0.1452,-0.0292,0.1744
2014-05-01,0.1265,-0.0383,0.1648
2014-05-02,0.0993,-0.0525,0.1517
2014-05-05,0.0928,-0.0472,0.1399
2014-05-06,0.0563,-0.0669,0.1232
2014-05-07,0.0291,-0.0753,0.1044
2014-05-08,0.0253,-0.0632,0.0886
2014-05-09,-0.0138,-0.0819,0.0681
2014-05-12,-0.002,-0.056,0.0541
2014-05-13,-0.0166,-0.0566,0.0399
2014-05-14,-0.0423,-0.0658,0.0235
2014-05-15,-0.0699,-0.0747,0.0048
2014-05-16,-0.0939,-0.079,-0.0149
2014-05-19,-0.0654,-0.0404,-0.025
2014-05-20,-0.0662,-0.033,-0.0332
2014-05-21,-0.0661,-0.0263,-0.0398
2014-05-22,-0.0589,-0.0153,-0.0436
2014-05-23,-0.039,0.0037,-0.0427
2014-05-27,0.0033,0.0368,-0.0335
2014-05-28,0.0492,0.0662,-0.017
2014-05-29,0.0822,0.0794,0.0029
2014-05-30,0.1112,0.0866,0.0245
2014-06-02,0.1278,0.0826,0.0452
2014-06-03,0.1329,0.0702,0.0627
2014-06-04,0.1371,0.0595,0.0776
2014-06-05,0.1451,0.054,0.0911
2014-06-06,0.1553,0.0514,0.1039
2014-06-09,0.1632,0.0474,0.1158
2014-06-10,0.1755,0.0477,0.1277
2014-06-11,0.203,0.0602,0.1428
2014-06-12,0.2319,0.0713,0.1606
2014-06-13,0.2534,0.0743,0.1792
2014-06-16,0.2626,0.0668,0.1959
2014-06-17,0.2772,0.0651,0.2121
2014-06-18,0.2839,0.0574,0.2265
2014-06-19,0.2499,0.0187,0.2312
2014-06-20,0.2037,-0.0219,0.2257
2014-06-23,0.1477,-0.0624,0.2101
2014-06-24,0.079,-0.1049,0.1839
2014-06-25,0.0395,-0.1155,0.155
2014-06-26,-0.0119,-0.1335,0.1216
2014-06-27,-0.0505,-0.1377,0.0872
2014-06-30,-0.0673,-0.1236,0.0563
2014-07-01,-0.063,-0.0954,0.0324
2014-07-02,-0.0643,-0.0774,0.0131
2014-07-03,-0.0512,-0.0514,0.0002
2014-07-07,-0.0523,-0.042,-0.0103
2014-07-08,-0.0646,-0.0434,-0.0211
2014-07-09,-0.0288,-0.0061,-0.0227
2014-07-10,-0.0088,0.0111,-0.0199
2014-07-11,0.0106,0.0244,-0.0138
2014-07-14,0.0448,0.0469,-0.0021
2014-07-15,0.0775,0.0636,0.0138
2014-07-16,0.1006,0.0694,0.0312
2014-07-17,0.1135,0.0659,0.0476
2014-07-18,0.0538,0.0049,0.0489
2014-07-21,0.0152,-0.027,0.0421
2014-07-22,-0.0217,-0.051,0.0294
2014-07-23,-0.0814,-0.0886,0.0072
2014-07-24,-0.1248,-0.1057,-0.0192
2014-07-25,-0.183,-0.1311,-0.0519
2014-07-28,-0.2321,-0.1441,-0.088
2014-07-29,-0.2631,-0.1401,-0.123
2014-07-30,-0.2604,-0.11,-0.1505
2014-07-31,-0.3017,-0.121,-0.1807
2014-08-01,-0.3154,-0.1077,-0.2077
2014-08-04,-0.3257,-0.0945,-0.2313
2014-08-05,-0.3293,-0.0784,-0.2509
2014-08-06,-0.33,-0.0633,-0.2667
2014-08-07,-0.3411,-0.0595,-0.2816
2014-08-08,-0.2231,0.0468,-0.2699
2014-08-11,-0.136,0.1071,-0.2431
2014-08-12,-0.0663,0.1415,-0.2077
2014-08-13,-0.0021,0.1645,-0.1666
2014-08-14,0.0314,0.1584,-0.127
2014-08-15,0.0765,0.1628,-0.0863
2014-08-18,0.1317,0.1744,-0.0427
2014-08-19,0.179,0.1774,0.0016
2014-08-20,0.2045,0.1623,0.0422
2014-08-21,0.2077,0.1324,0.0753
2014-08-22,0.2087,0.1067,0.102
2014-08-25,0.2095,0.086,0.1235
2014-08-26,0.2352,0.0894,0.1458
2014-08-27,0.2348,0.0712,0.1636
2014-08-28,0.2445,0.0647,0.1798
2014-08-29,0.2541,0.0595,0.1947
2014-09-02,0.2624,0.0542,0.2082
2014-09-03,0.281,0.0582,0.2228
2014-09-04,0.3199,0.0777,0.2422
2014-09-05,0.3419,0.0798,0.2621
2014-09-08,0.341,0.0631,0.2779
2014-09-09,0.3164,0.0308,0.2856
2014-09-10,0.2991,0.0108,0.2883
2014-09-11,0.2662,-0.0177,0.2839
2014-09-12,0.2142,-0.0557,0.2699
2014-09-15,0.1503,-0.0957,0.246
2014-09-16,0.1205,-0.1004,0.2209
2014-09-17,0.097,-0.0992,0.1961
2014-09-18,0.1005,-0.0765,0.177
2014-09-19,0.0735,-0.0828,0.1563
2014-09-22,0.0363,-0.096,0.1323
2014-09-23,0.0003,-0.1056,0.1059
2014-09-24,-0.019,-0.1,0.0809
2014-09-25,-0.0667,-0.1181,0.0514
2014-09-26,-0.1005,-0.1215,0.021
2014-09-29,-0.1282,-0.1194,-0.0088
2014-09-30,-0.1537,-0.1159,-0.0378
2014-10-01,-0.1862,-0.1187,-0.0675
2014-10-02,-0.216,-0.1188,-0.0972
2014-10-03,-0.2337,-0.1092,-0.1245
2014-10-06,-0.2536,-0.1033,-0.1503
2014-10-07,-0.2819,-0.1053,-0.1766
2014-10-08,-0.2741,-0.078,-0.1961
2014-10-09,-0.2929,-0.0774,-0.2155
2014-10-10,-0.3891,-0.1389,-0.2502
2014-10-13,-0.4649,-0.1718,-0.2931
2014-10-14,-0.4879,-0.1558,-0.3321
2014-10-15,-0.4792,-0.1177,-0.3615
2014-10-16,-0.4661,-0.0837,-0.3824
2014-10-17,-0.4529,-0.0564,-0.3965
2014-10-20,-0.4255,-0.0232,-0.4023
2014-10-21,-0.3393,0.0504,-0.3897
2014-10-22,-0.3022,0.07,-0.3722
2014-10-23,-0.2382,0.1072,-0.3454
2014-10-24,-0.1698,0.1405,-0.3103
2014-10-27,-0.1135,0.1575,-0.2709
2014-10-28,-0.0329,0.1904,-0.2233
2014-10-29,0.0206,0.1951,-0.1745
2014-10-30,0.0531,0.1821,-0.129
2014-10-31,0.1457,0.2198,-0.0741
2014-11-03,0.243,0.2537,-0.0107
2014-11-04,0.3372,0.2783,0.0589
2014-11-05,0.4071,0.2786,0.1286
2014-11-06,0.4645,0.2687,0.1957
2014-11-07,0.4698,0.2192,0.2506
2014-11-10,0.487,0.1891,0.2978
2014-11-11,0.4757,0.1423,0.3334
2014-11-12,0.4507,0.0938,0.3569
2014-11-13,0.4184,0.0492,0.3692
2014-11-14,0.4071,0.0303,0.3768
2014-11-17,0.3864,0.0077,0.3787
2014-11-18,0.4037,0.02,0.3837
2014-11-19,0.3998,0.0129,0.3869
2014-11-20,0.4186,0.0254,0.3933
2014-11-21,0.4377,0.0356,0.4022
2014-11-24,0.4577,0.0444,0.4133
2014-11-25,0.4673,0.0432,0.4241
2014-11-26,0.497,0.0584,0.4387
2014-11-28,0.519,0.0643,0.4547
2014-12-01,0.4993,0.0356,0.4636
2014-12-02,0.4805,0.0135,0.467
2014-12-03,0.5026,0.0284,0.4741
2014-12-04,0.499,0.0199,0.4791
2014-12-05,0.5001,0.0168,0.4833
2014-12-08,0.4737,-0.0077,0.4814
2014-12-09,0.442,-0.0315,0.4735
2014-12-10,0.3755,-0.0784,0.4539
2014-12-11,0.3183,-0.1085,0.4268
2014-12-12,0.2196,-0.1658,0.3853
2014-12-15,0.1349,-0.2003,0.3352
2014-12-16,0.0492,-0.2289,0.278
2014-12-17,0.0448,-0.1866,0.2314
2014-12-18,0.0473,-0.1473,0.1946
2014-12-19,0.0646,-0.104,0.1686
2014-12-22,0.1062,-0.0499,0.1561
2014-12-23,0.1272,-0.0231,0.1503
2014-12-24,0.1358,-0.0116,0.1474
2014-12-26,0.1426,-0.0039,0.1464
2014-12-29,0.1439,-0.002,0.1459
2014-12-30,0.1281,-0.0143,0.1424
2014-12-31,0.0888,-0.0429,0.1316
2015-01-02,0.0633,-0.0547,0.118
2015-01-05,0.0155,-0.082,0.0975
2015-01-06,-0.07,-0.134,0.064
2015-01-07,-0.1405,-0.1636,0.0231
2015-01-08,-0.1364,-0.1276,-0.0088
2015-01-09,-0.1252,-0.0931,-0.0321
2015-01-12,-0.1349,-0.0823,-0.0526
2015-01-13,-0.1438,-0.0729,-0.0709
2015-01-14,-0.1424,-0.0572,-0.0852
2015-01-15,-0.1508,-0.0525,-0.0983
2015-01-16,-0.1269,-0.0229,-0.104
2015-01-20,-0.102,0.0016,-0.1036
2015-01-21,-0.059,0.0357,-0.0947
2015-01-22,0.0033,0.0784,-0.0751
2015-01-23,0.0569,0.1056,-0.0487
2015-01-26,0.0906,0.1114,-0.0208
2015-01-27,0.0374,0.0466,-0.0092
2015-01-28,-0.0302,-0.0168,-0.0134
2015-01-29,-0.0453,-0.0256,-0.0198
2015-01-30,-0.1025,-0.0662,-0.0363
2015-02-02,-0.1131,-0.0614,-0.0517
2015-02-03,-0.081,-0.0234,-0.0575
2015-02-04,-0.0509,0.0053,-0.0562
2015-02-05,-0.0009,0.0443,-0.0451
2015-02-06,0.0316,0.0614,-0.0298
2015-02-09,0.0551,0.0679,-0.0128
2015-02-10,0.1183,0.1049,0.0134
2015-02-11,0.1553,0.1135,0.0418
2015-02-12,0.3014,0.2077,0.0937
2015-02-13,0.4133,0.2556,0.1576
2015-02-17,0.5013,0.275,0.2264
2015-02-18,0.5443,0.2543,0.29
2015-02-19,0.5761,0.229,0.3472
2015-02-20,0.6073,0.2081,0.3992
2015-02-23,0.6108,0.1693,0.4415
2015-02-24,0.6186,0.1416,0.4769
2015-02-25,0.604,0.1017,0.5024
2015-02-26,0.5906,0.0706,0.52
2015-02-27,0.5621,0.0337,0.5284
2015-03-02,0.5761,0.0381,0.538
2015-03-03,0.5474,0.0075,0.5398
2015-03-04,0.5386,-0.001,0.5396
2015-03-05,0.5598,0.0162,0.5436
2015-03-06,0.5454,0.0014,0.544
2015-03-09,0.5327,-0.0091,0.5417
