date,MACD,MACD_Hist,MACD_Signal
2010-05-13,-0.7147,-0.0948,-0.6198
2010-05-14,-0.8236,-0.163,-0.6606
2010-05-17,-0.8972,-0.1893,-0.7079
2010-05-18,-0.979,-0.2168,-0.7621
2010-05-19,-1.0159,-0.203,-0.8129
2010-05-20,-1.0572,-0.1954,-0.8617
2010-05-21,-1.0559,-0.1553,-0.9006
2010-05-24,-1.0724,-0.1375,-0.9349
2010-05-25,-1.0468,-0.0895,-0.9573
2010-05-26,-1.01,-0.0422,-0.9679
2010-05-27,-0.9099,0.0464,-0.9563
2010-05-28,-0.8498,0.0852,-0.935
2010-06-01,-0.8376,0.0779,-0.9155
2010-06-02,-0.8074,0.0864,-0.8939
2010-06-03,-0.7762,0.0942,-0.8703
2010-06-04,-0.7911,0.0634,-0.8545
2010-06-07,-0.841,0.0108,-0.8518
2010-06-08,-0.8963,-0.0356,-0.8607
2010-06-09,-0.9509,-0.0722,-0.8787
2010-06-10,-0.9478,-0.0552,-0.8925
2010-06-11,-0.9138,-0.017,-0.8968
2010-06-14,-0.8967,0.0001,-0.8968
2010-06-15,-0.8282,0.0549,-0.883
2010-06-16,-0.7772,0.0847,-0.8619
2010-06-17,-0.6926,0.1355,-0.828
2010-06-18,-0.612,0.1728,-0.7848
2010-06-21,-0.565,0.1759,-0.7408
2010-06-22,-0.5576,0.1466,-0.7042
2010-06-23,-0.5351,0.1353,-0.6704
2010-06-24,-0.5577,0.0902,-0.6478
2010-06-25,-0.5714,0.0612,-0.6325
2010-06-28,-0.574,0.0468,-0.6208
2010-06-29,-0.619,0.0015,-0.6205
2010-06-30,-0.6687,-0.0386,-0.6301
2010-07-01,-0.6865,-0.0451,-0.6414
2010-07-02,-0.703,-0.0493,-0.6537
2010-07-06,-0.7166,-0.0503,-0.6663
2010-07-07,-0.6801,-0.011,-0.669
2010-07-08,-0.6692,-0.0001,-0.6691
2010-07-09,-0.6499,0.0153,-0.6652
2010-07-12,-0.6122,0.0424,-0.6546
2010-07-13,-0.5454,0.0874,-0.6328
2010-07-14,-0.478,0.1238,-0.6018
2010-07-15,-0.4445,0.1258,-0.5704
2010-07-16,-0.4667,0.0829,-0.5496
2010-07-19,-0.446,0.0829,-0.5289
2010-07-20,-0.404,0.0999,-0.5039
2010-07-21,-0.3944,0.0876,-0.482
2010-07-22,-0.3688,0.0906,-0.4594
2010-07-23,-0.3589,0.0804,-0.4393
2010-07-26,-0.3319,0.0859,-0.4178
2010-07-27,-0.3142,0.0829,-0.3971
2010-07-28,-0.323,0.0593,-0.3823
2010-07-29,-0.406,-0.019,-0.387
2010-07-30,-0.4617,-0.0597,-0.402
2010-08-02,-0.5008,-0.0791,-0.4217
2010-08-03,-0.5449,-0.0985,-0.4463
2010-08-04,-0.5429,-0.0772,-0.4657
2010-08-05,-0.5256,-0.0479,-0.4776
2010-08-06,-0.4972,-0.0157,-0.4816
2010-08-09,-0.4622,0.0155,-0.4777
2010-08-10,-0.4612,0.0132,-0.4744
2010-08-11,-0.4839,-0.0076,-0.4763
2010-08-12,-0.4898,-0.0109,-0.479
2010-08-13,-0.4547,0.0194,-0.4741
2010-08-16,-0.4412,0.0264,-0.4675
2010-08-17,-0.416,0.0413,-0.4572
2010-08-18,-0.3875,0.0558,-0.4433
2010-08-19,-0.3161,0.1018,-0.4178
2010-08-20,-0.2494,0.1348,-0.3841
2010-08-23,-0.2062,0.1424,-0.3486
2010-08-24,-0.178,0.1364,-0.3144
2010-08-25,-0.138,0.1412,-0.2791
2010-08-26,-0.1146,0.1317,-0.2462
2010-08-27,-0.0694,0.1415,-0.2109
2010-08-30,-0.0715,0.1115,-0.183
2010-08-31,-0.0975,0.0684,-0.1659
2010-09-01,-0.1107,0.0442,-0.1549
2010-09-02,-0.1063,0.0389,-0.1451
2010-09-03,-0.0753,0.0558,-0.1312
2010-09-07,-0.043,0.0705,-0.1135
2010-09-08,0.0092,0.0982,-0.089
2010-09-09,0.0387,0.1022,-0.0635
2010-09-10,0.0527,0.0929,-0.0402
2010-09-13,0.1085,0.119,-0.0105
2010-09-14,0.143,0.1228,0.0202
2010-09-15,0.17,0.1198,0.0502
2010-09-16,0.1897,0.1116,0.0781
2010-09-17,0.2017,0.0989,0.1028
2010-09-20,0.2215,0.095,0.1265
2010-09-21,0.2809,0.1234,0.1574
2010-09-22,0.3321,0.1398,0.1924
2010-09-23,0.3868,0.1556,0.2312
2010-09-24,0.4763,0.1961,0.2803
2010-09-27,0.5199,0.1917,0.3282
2010-09-28,0.5462,0.1744,0.3718
2010-09-29,0.5533,0.1452,0.4081
2010-09-30,0.5368,0.103,0.4338
2010-10-01,0.4912,0.0459,0.4453
2010-10-04,0.4412,-0.0033,0.4445
2010-10-05,0.4033,-0.0329,0.4363
2010-10-06,0.326,-0.0882,0.4142
2010-10-07,0.2553,-0.1271,0.3824
2010-10-08,0.2098,-0.1381,0.3479
2010-10-11,0.1677,-0.1441,0.3118
2010-10-12,0.1492,-0.1301,0.2793
2010-10-13,0.1589,-0.0963,0.2552
2010-10-14,0.1504,-0.0839,0.2343
2010-10-15,0.1523,-0.0656,0.2179
2010-10-18,0.1577,-0.0481,0.2058
2010-10-19,0.1543,-0.0412,0.1955
2010-10-20,0.1501,-0.0363,0.1865
2010-10-21,0.1292,-0.0458,0.175
2010-10-22,0.168,-0.0056,0.1736
2010-10-25,0.2052,0.0253,0.1799
2010-10-26,0.2288,0.0391,0.1897
2010-10-27,0.2583,0.0549,0.2034
2010-10-28,0.2792,0.0607,0.2186
2010-10-29,0.2901,0.0572,0.2329
2010-11-01,0.2969,0.0512,0.2457
2010-11-02,0.3183,0.0581,0.2602
2010-11-03,0.3391,0.0631,0.276
2010-11-04,0.3531,0.0617,0.2914
2010-11-05,0.3764,0.068,0.3084
2010-11-08,0.3946,0.0689,0.3256
2010-11-09,0.3989,0.0586,0.3403
2010-11-10,0.4097,0.0555,0.3542
2010-11-11,0.4032,0.0392,0.364
2010-11-12,0.4453,0.0651,0.3803
2010-11-15,0.4605,0.0642,0.3963
2010-11-16,0.4362,0.0319,0.4043
2010-11-17,0.4288,0.0196,0.4092
2010-11-18,0.4499,0.0326,0.4173
2010-11-19,0.4959,0.0628,0.433
2010-11-22,0.5268,0.075,0.4518
2010-11-23,0.5196,0.0542,0.4654
2010-11-24,0.5343,0.0551,0.4791
2010-11-26,0.5262,0.0376,0.4885
2010-11-29,0.5258,0.0298,0.496
2010-11-30,0.5082,0.0098,0.4984
2010-12-01,0.5366,0.0305,0.5061
2010-12-02,0.5663,0.0482,0.5181
2010-12-03,0.6158,0.0782,0.5377
2010-12-06,0.6255,0.0703,0.5552
2010-12-07,0.6632,0.0864,0.5768
2010-12-08,0.6956,0.095,0.6006
2010-12-09,0.6932,0.0741,0.6191
2010-12-10,0.6903,0.057,0.6333
2010-12-13,0.6499,0.0133,0.6367
2010-12-14,0.6128,-0.0191,0.6319
2010-12-15,0.551,-0.0647,0.6157
2010-12-16,0.4977,-0.0944,0.5921
2010-12-17,0.4568,-0.1082,0.565
2010-12-20,0.4148,-0.1202,0.535
2010-12-21,0.4218,-0.0905,0.5124
2010-12-22,0.4353,-0.0616,0.4969
2010-12-23,0.4321,-0.0519,0.484
2010-12-27,0.4311,-0.0423,0.4734
2010-12-28,0.4206,-0.0423,0.4628
2010-12-29,0.4076,-0.0442,0.4518
2010-12-30,0.3967,-0.0441,0.4408
2010-12-31,0.4164,-0.0195,0.4359
2011-01-03,0.4605,0.0197,0.4408
2011-01-04,0.4859,0.0361,0.4498
2011-01-05,0.5968,0.1176,0.4792
2011-01-06,0.8643,0.3081,0.5562
2011-01-07,1.1071,0.4407,0.6664
2011-01-10,1.3455,0.5432,0.8022
2011-01-11,1.4913,0.5512,0.94
2011-01-12,1.8312,0.7129,1.1183
2011-01-13,2.0796,0.7691,1.3105
2011-01-14,2.2666,0.7648,1.5017
2011-01-18,2.3429,0.6729,1.67
2011-01-19,2.3262,0.5249,1.8012
2011-01-20,2.288,0.3895,1.8986
2011-01-21,2.2154,0.2534,1.9619
2011-01-24,2.3335,0.2972,2.0362
2011-01-25,2.3388,0.242,2.0967
2011-01-26,2.3618,0.212,2.1498
2011-01-27,2.3474,0.1581,2.1893
2011-01-28,2.2526,0.0507,2.2019
2011-01-31,2.1654,-0.0292,2.1946
2011-02-01,2.1164,-0.0626,2.179
2011-02-02,2.1423,-0.0293,2.1717
2011-02-03,2.0996,-0.0577,2.1572
2011-02-04,2.088,-0.0554,2.1434
2011-02-07,1.9699,-0.1388,2.1087
2011-02-08,1.7968,-0.2496,2.0463
2011-02-09,1.5942,-0.3617,1.9559
2011-02-10,1.3798,-0.4608,1.8407
2011-02-11,1.248,-0.4741,1.7221
2011-02-14,1.1018,-0.4963,1.5981
2011-02-15,0.93,-0.5345,1.4645
2011-02-16,0.851,-0.4907,1.3418
2011-02-17,0.9629,-0.3031,1.266
2011-02-18,1.0356,-0.1843,1.2199
2011-02-22,0.8878,-0.2657,1.1535
2011-02-23,0.674,-0.3836,1.0576
2011-02-24,0.542,-0.4125,0.9545
2011-02-25,0.4698,-0.3877,0.8575
2011-02-28,0.3712,-0.389,0.7603
2011-03-01,0.2092,-0.4409,0.6501
2011-03-02,0.0081,-0.5136,0.5217
2011-03-03,-0.14,-0.5293,0.3893
2011-03-04,-0.2636,-0.5224,0.2587
2011-03-07,-0.3802,-0.5112,0.131
2011-03-08,-0.5406,-0.5372,-0.0034
2011-03-09,-0.6928,-0.5516,-0.1412
2011-03-10,-0.9015,-0.6082,-0.2933
2011-03-11,-1.0443,-0.6008,-0.4435
2011-03-14,-1.1324,-0.5511,-0.5813
2011-03-15,-1.2315,-0.5202,-0.7113
2011-03-16,-1.3056,-0.4754,-0.8302
2011-03-17,-1.3224,-0.3937,-0.9286
2011-03-18,-1.3396,-0.3288,-1.0108
2011-03-21,-1.3267,-0.2527,-1.074
2011-03-22,-1.3265,-0.202,-1.1245
2011-03-23,-1.2822,-0.1262,-1.156
2011-03-24,-1.1196,0.0292,-1.1487
2011-03-25,-1.0273,0.0972,-1.1245
2011-03-28,-0.8882,0.189,-1.0772
2011-03-29,-0.7811,0.2369,-1.018
2011-03-30,-0.7457,0.2178,-0.9635
2011-03-31,-0.7087,0.2039,-0.9126
2011-04-01,-0.6924,0.1762,-0.8685
2011-04-04,-0.7235,0.116,-0.8395
2011-04-05,-0.7373,0.0818,-0.8191
2011-04-06,-0.7493,0.0559,-0.8051
2011-04-07,-0.699,0.0849,-0.7839
2011-04-08,-0.6956,0.0706,-0.7662
2011-04-11,-0.7033,0.0503,-0.7537
2011-04-12,-0.6974,0.045,-0.7424
2011-04-13,-0.6537,0.071,-0.7246
2011-04-14,-0.5521,0.138,-0.6901
2011-04-15,-0.4503,0.1919,-0.6422
2011-04-18,-0.4149,0.1818,-0.5967
2011-04-19,-0.388,0.167,-0.555
2011-04-20,-0.3186,0.1891,-0.5077
2011-04-21,-0.2646,0.1945,-0.4591
2011-04-25,-0.1962,0.2103,-0.4065
2011-04-26,-0.1012,0.2442,-0.3455
2011-04-27,-0.0257,0.2558,-0.2815
2011-04-28,0.0506,0.2656,-0.2151
2011-04-29,0.1488,0.2911,-0.1423
2011-05-02,0.2025,0.2759,-0.0733
2011-05-03,0.1673,0.1925,-0.0252
2011-05-04,0.1267,0.1215,0.0052
2011-05-05,0.0942,0.0712,0.023
2011-05-06,0.1203,0.0779,0.0424
2011-05-09,0.1737,0.105,0.0687
2011-05-10,0.216,0.1178,0.0981
2011-05-11,0.2538,0.1245,0.1293
2011-05-12,0.3308,0.1612,0.1696
2011-05-13,0.2086,0.0312,0.1774
2011-05-16,0.066,-0.0891,0.1551
2011-05-17,-0.0522,-0.1659,0.1136
2011-05-18,-0.1115,-0.1801,0.0686
2011-05-19,-0.1774,-0.1968,0.0194
2011-05-20,-0.2023,-0.1774,-0.025
2011-05-23,-0.2211,-0.1569,-0.0642
2011-05-24,-0.2277,-0.1308,-0.0969
2011-05-25,-0.2127,-0.0927,-0.1201
2011-05-26,-0.1619,-0.0335,-0.1284
2011-05-27,-0.066,0.0499,-0.1159
2011-05-31,0.053,0.1351,-0.0822
2011-06-01,0.0738,0.1248,-0.051
2011-06-02,0.0817,0.1061,-0.0245
2011-06-03,0.0402,0.0518,-0.0115
2011-06-06,-0.0238,-0.0098,-0.014
2011-06-07,-0.0745,-0.0484,-0.0261
2011-06-08,-0.1524,-0.1011,-0.0513
2011-06-09,-0.2277,-0.1411,-0.0866
2011-06-10,-0.304,-0.1739,-0.1301
2011-06-13,-0.3704,-0.1922,-0.1781
2011-06-14,-0.4065,-0.1827,-0.2238
2011-06-15,-0.4597,-0.1887,-0.271
2011-06-16,-0.5425,-0.2172,-0.3253
2011-06-17,-0.6318,-0.2452,-0.3866
2011-06-20,-0.7094,-0.2582,-0.4512
2011-06-21,-0.7349,-0.227,-0.5079
2011-06-22,-0.7641,-0.205,-0.5591
2011-06-23,-0.7408,-0.1453,-0.5955
2011-06-24,-0.7516,-0.1249,-0.6267
2011-06-27,-0.7778,-0.1209,-0.6569
2011-06-28,-0.7823,-0.1003,-0.682
2011-06-29,-0.7577,-0.0606,-0.6971
2011-06-30,-0.7143,-0.0137,-0.7006
2011-07-01,-0.6554,0.0361,-0.6915
2011-07-05,-0.6229,0.0549,-0.6778
2011-07-06,-0.6071,0.0566,-0.6637
2011-07-07,-0.5834,0.0642,-0.6476
2011-07-08,-0.5817,0.0527,-0.6344
2011-07-11,-0.6169,0.014,-0.6309
2011-07-12,-0.6533,-0.0179,-0.6354
2011-07-13,-0.6768,-0.0332,-0.6437
2011-07-14,-0.7338,-0.0721,-0.6617
2011-07-15,-0.7685,-0.0854,-0.6831
2011-07-18,-0.8112,-0.1025,-0.7087
2011-07-19,-0.8015,-0.0742,-0.7273
2011-07-20,-0.7992,-0.0575,-0.7416
2011-07-21,-0.7356,0.0048,-0.7404
2011-07-22,-0.6535,0.0696,-0.723
2011-07-25,-0.6008,0.0978,-0.6986
2011-07-26,-0.5814,0.0937,-0.6752
2011-07-27,-0.6031,0.0576,-0.6608
2011-07-28,-0.6152,0.0364,-0.6516
2011-07-29,-0.6177,0.0272,-0.6449
2011-08-01,-0.5535,0.073,-0.6266
2011-08-02,-0.509,0.0941,-0.6031
2011-08-03,-0.4371,0.1328,-0.5699
2011-08-04,-0.4883,0.0653,-0.5536
2011-08-05,-0.5588,-0.0042,-0.5546
2011-08-08,-0.689,-0.1075,-0.5815
2011-08-09,-0.7033,-0.0975,-0.6058
2011-08-10,-0.7537,-0.1183,-0.6354
2011-08-11,-0.6991,-0.051,-0.6482
2011-08-12,-0.6907,-0.0341,-0.6567
2011-08-15,-0.6372,0.0156,-0.6528
2011-08-16,-0.6183,0.0276,-0.6459
2011-08-17,-0.6108,0.0281,-0.6389
2011-08-18,-0.6674,-0.0228,-0.6446
2011-08-19,-0.7208,-0.061,-0.6598
2011-08-22,-0.7378,-0.0624,-0.6754
2011-08-23,-0.6397,0.0286,-0.6683
2011-08-24,-0.5707,0.078,-0.6488
2011-08-25,-0.5549,0.0751,-0.63
2011-08-26,-0.4939,0.1089,-0.6028
2011-08-29,-0.4125,0.1522,-0.5647
2011-08-30,-0.3185,0.1969,-0.5155
2011-08-31,-0.2708,0.1957,-0.4665
2011-09-01,-0.2327,0.1871,-0.4198
2011-09-02,-0.2289,0.1527,-0.3816
2011-09-06,-0.2026,0.1432,-0.3458
2011-09-07,-0.0943,0.2012,-0.2955
2011-09-08,-0.014,0.2252,-0.2392
2011-09-09,0.0252,0.2115,-0.1863
2011-09-12,0.0819,0.2146,-0.1327
2011-09-13,0.1509,0.2269,-0.076
2011-09-14,0.2631,0.2713,-0.0082
2011-09-15,0.3652,0.2987,0.0665
2011-09-16,0.4382,0.2973,0.1408
2011-09-19,0.4648,0.2592,0.2056
2011-09-20,0.4493,0.195,0.2544
2011-09-21,0.4093,0.124,0.2854
2011-09-22,0.2971,0.0094,0.2877
2011-09-23,0.2282,-0.0476,0.2758
2011-09-26,0.174,-0.0815,0.2554
2011-09-27,0.1311,-0.0995,0.2306
2011-09-28,0.0625,-0.1345,0.197
2011-09-29,-0.0183,-0.1722,0.1539
2011-09-30,-0.1276,-0.2252,0.0976
2011-10-03,-0.2677,-0.2922,0.0246
2011-10-04,-0.2874,-0.2496,-0.0378
2011-10-05,-0.2629,-0.18,-0.0828
2011-10-06,-0.1984,-0.0924,-0.106
2011-10-07,-0.1249,-0.0151,-0.1097
2011-10-10,-0.0156,0.0753,-0.0909
2011-10-11,0.0574,0.1187,-0.0612
2011-10-12,0.1132,0.1396,-0.0264
2011-10-13,0.2234,0.1998,0.0236
2011-10-14,0.328,0.2435,0.0845
2011-10-17,0.3439,0.2075,0.1364
2011-10-18,0.3955,0.2074,0.1882
2011-10-19,0.4068,0.1749,0.2319
2011-10-20,0.3503,0.0947,0.2556
2011-10-21,0.3077,0.0417,0.266
2011-10-24,0.3138,0.0383,0.2756
2011-10-25,0.2696,-0.0048,0.2744
2011-10-26,0.2454,-0.0231,0.2686
2011-10-27,0.274,0.0043,0.2697
2011-10-28,0.3211,0.0412,0.28
2011-10-31,0.2906,0.0085,0.2821
2011-11-01,0.2043,-0.0622,0.2665
2011-11-02,0.1149,-0.1213,0.2362
2011-11-03,0.1101,-0.1009,0.211
2011-11-04,0.1186,-0.0739,0.1925
2011-11-07,0.1176,-0.0599,0.1775
2011-11-08,0.1426,-0.028,0.1705
2011-11-09,0.0999,-0.0565,0.1564
2011-11-10,0.0773,-0.0633,0.1406
2011-11-11,0.0994,-0.033,0.1323
2011-11-14,0.0924,-0.032,0.1244
2011-11-15,0.101,-0.0186,0.1197
2011-11-16,0.0827,-0.0296,0.1123
2011-11-17,0.026,-0.0691,0.095
2011-11-18,-0.0292,-0.0994,0.0702
2011-11-21,-0.0162,-0.0691,0.0529
2011-11-22,0.03,-0.0183,0.0483
2011-11-23,0.0149,-0.0268,0.0416
2011-11-25,-0.0291,-0.0566,0.0275
2011-11-28,-0.0002,-0.0221,0.022
2011-11-29,0.0289,0.0055,0.0233
2011-11-30,0.1087,0.0683,0.0404
2011-12-01,0.1852,0.1158,0.0694
2011-12-02,0.235,0.1325,0.1025
2011-12-05,0.2522,0.1198,0.1325
2011-12-06,0.2453,0.0903,0.155
2011-12-07,0.2299,0.0599,0.17
2011-12-08,0.1769,0.0055,0.1714
2011-12-09,0.1502,-0.017,0.1671
2011-12-12,0.098,-0.0554,0.1533
2011-12-13,0.024,-0.1034,0.1274
2011-12-14,-0.078,-0.1644,0.0863
2011-12-15,-0.1667,-0.2024,0.0357
2011-12-16,-0.2303,-0.2128,-0.0175
2011-12-19,-0.3058,-0.2306,-0.0751
2011-12-20,-0.302,-0.1815,-0.1205
2011-12-21,-0.31,-0.1516,-0.1584
2011-12-22,-0.266,-0.0861,-0.1799
2011-12-23,-0.2393,-0.0475,-0.1918
2011-12-27,-0.2244,-0.0261,-0.1983
2011-12-28,-0.2381,-0.0319,-0.2063
2011-12-29,-0.2254,-0.0153,-0.2101
2011-12-30,-0.2217,-0.0093,-0.2124
2012-01-03,-0.2019,0.0085,-0.2103
2012-01-04,-0.1713,0.0312,-0.2025
2012-01-05,-0.1047,0.0783,-0.1829
2012-01-06,-0.0648,0.0945,-0.1593
2012-01-09,-0.0329,0.1011,-0.134
2012-01-10,-0.0123,0.0974,-0.1097
2012-01-11,-0.0191,0.0724,-0.0916
2012-01-12,-0.0315,0.0481,-0.0796
2012-01-13,-0.0703,0.0074,-0.0777
2012-01-17,-0.1166,-0.0312,-0.0855
2012-01-18,-0.1149,-0.0236,-0.0914
2012-01-19,-0.0828,0.0069,-0.0897
2012-01-20,-0.067,0.0181,-0.0851
2012-01-23,-0.0228,0.0499,-0.0727
2012-01-24,0.0385,0.0889,-0.0504
2012-01-25,0.0788,0.1034,-0.0246
2012-01-26,0.0984,0.0984,0.0
2012-01-27,0.1285,0.1028,0.0257
2012-01-30,0.1419,0.093,0.0489
2012-01-31,0.1484,0.0795,0.0688
2012-02-01,0.1645,0.0766,0.088
2012-02-02,0.2196,0.1053,0.1143
2012-02-03,0.2869,0.1381,0.1488
2012-02-06,0.3265,0.1421,0.1843
2012-02-07,0.3573,0.1384,0.2189
2012-02-08,0.4229,0.1631,0.2597
2012-02-09,0.4686,0.1671,0.3015
2012-02-10,0.4668,0.1322,0.3346
2012-02-13,0.4804,0.1167,0.3637
2012-02-14,0.4928,0.1032,0.3895
2012-02-15,0.4913,0.0814,0.4099
2012-02-16,0.5068,0.0775,0.4293
2012-02-17,0.4654,0.0289,0.4365
2012-02-21,0.4336,-0.0023,0.4359
2012-02-22,0.3953,-0.0325,0.4278
2012-02-23,0.3681,-0.0478,0.4158
2012-02-24,0.3329,-0.0663,0.3993
2012-02-27,0.2761,-0.0986,0.3746
2012-02-28,0.2172,-0.1259,0.3431
2012-02-29,0.1543,-0.1511,0.3054
2012-03-01,0.1112,-0.1554,0.2665
2012-03-02,0.0865,-0.144,0.2305
2012-03-05,0.0247,-0.1646,0.1894
2012-03-06,-0.0351,-0.1796,0.1445
2012-03-07,-0.0745,-0.1751,0.1007
2012-03-08,-0.1008,-0.1612,0.0604
2012-03-09,-0.1231,-0.1468,0.0237
2012-03-12,-0.158,-0.1453,-0.0127
2012-03-13,-0.1671,-0.1235,-0.0435
2012-03-14,-0.2062,-0.1301,-0.0761
2012-03-15,-0.2174,-0.1131,-0.1043
2012-03-16,-0.2221,-0.0942,-0.1279
2012-03-19,-0.22,-0.0737,-0.1463
2012-03-20,-0.235,-0.071,-0.1641
2012-03-21,-0.2394,-0.0602,-0.1791
2012-03-22,-0.2416,-0.05,-0.1916
2012-03-23,-0.2322,-0.0325,-0.1997
2012-03-26,-0.2083,-0.0068,-0.2014
2012-03-27,-0.1792,0.0178,-0.197
2012-03-28,-0.1272,0.0558,-0.183
2012-03-29,-0.0794,0.0829,-0.1623
2012-03-30,-0.0279,0.1075,-0.1354
2012-04-02,0.0075,0.1144,-0.1068
2012-04-03,0.0153,0.0977,-0.0824
2012-04-04,-0.0131,0.0554,-0.0686
2012-04-05,-0.0368,0.0254,-0.0622
2012-04-09,-0.0701,-0.0063,-0.0638
2012-04-10,-0.1177,-0.0432,-0.0746
2012-04-11,-0.1394,-0.0518,-0.0875
2012-04-12,-0.1276,-0.032,-0.0955
2012-04-13,-0.1584,-0.0503,-0.1081
2012-04-16,-0.1943,-0.0689,-0.1253
2012-04-17,-0.2178,-0.0739,-0.1438
2012-04-18,-0.2457,-0.0815,-0.1642
2012-04-19,-0.2819,-0.0942,-0.1877
2012-04-20,-0.3282,-0.1124,-0.2158
2012-04-23,-0.3735,-0.1261,-0.2474
2012-04-24,-0.4374,-0.1521,-0.2854
2012-04-25,-0.4618,-0.1411,-0.3207
2012-04-26,-0.4748,-0.1233,-0.3515
2012-04-27,-0.4884,-0.1095,-0.3789
2012-04-30,-0.4919,-0.0904,-0.4015
2012-05-01,-0.4707,-0.0553,-0.4153
2012-05-02,-0.479,-0.0509,-0.428
2012-05-03,-0.4976,-0.0556,-0.442
2012-05-04,-0.536,-0.0752,-0.4608
2012-05-07,-0.5432,-0.066,-0.4773
2012-05-08,-0.5435,-0.053,-0.4905
2012-05-09,-0.5336,-0.0344,-0.4991
2012-05-10,-0.5269,-0.0222,-0.5047
2012-05-11,-0.4526,0.0417,-0.4942
2012-05-14,-0.3956,0.0789,-0.4745
2012-05-15,-0.3568,0.0941,-0.451
2012-05-16,-0.3435,0.086,-0.4295
2012-05-17,-0.336,0.0748,-0.4108
2012-05-18,-0.3717,0.0313,-0.403
2012-05-21,-0.3787,0.0194,-0.3981
2012-05-22,-0.3918,0.005,-0.3969
2012-05-23,-0.3737,0.0185,-0.3922
2012-05-24,-0.3816,0.0085,-0.3901
2012-05-25,-0.3603,0.0239,-0.3841
2012-05-29,-0.314,0.0561,-0.3701
2012-05-30,-0.286,0.0672,-0.3533
2012-05-31,-0.2721,0.065,-0.337
2012-06-01,-0.2939,0.0345,-0.3284
2012-06-04,-0.3277,0.0006,-0.3283
2012-06-05,-0.3236,0.0037,-0.3273
2012-06-06,-0.2909,0.0292,-0.32
2012-06-07,-0.3017,0.0146,-0.3164
2012-06-08,-0.2885,0.0223,-0.3108
2012-06-11,-0.2637,0.0377,-0.3014
2012-06-12,-0.2212,0.0641,-0.2853
2012-06-13,-0.2118,0.0588,-0.2706
2012-06-14,-0.214,0.0453,-0.2593
2012-06-15,-0.1925,0.0534,-0.246
2012-06-18,-0.1647,0.065,-0.2297
2012-06-19,-0.0744,0.1242,-0.1987
2012-06-20,0.0143,0.1703,-0.1561
2012-06-21,0.0346,0.1525,-0.1179
2012-06-22,0.0628,0.1446,-0.0818
2012-06-25,0.0519,0.107,-0.055
2012-06-26,0.054,0.0872,-0.0332
2012-06-27,0.0877,0.0967,-0.009
2012-06-28,0.1211,0.1041,0.017
2012-06-29,0.1921,0.1401,0.052
2012-07-02,0.2157,0.1309,0.0847
2012-07-03,0.26,0.1402,0.1198
2012-07-05,0.2806,0.1286,0.1519
2012-07-06,0.2728,0.0967,0.1761
2012-07-09,0.2492,0.0585,0.1907
2012-07-10,0.196,0.0042,0.1918
2012-07-11,0.1353,-0.0452,0.1805
2012-07-12,0.0694,-0.0888,0.1583
2012-07-13,0.0294,-0.1031,0.1325
2012-07-16,0.0009,-0.1053,0.1062
2012-07-17,-0.0393,-0.1164,0.0771
2012-07-18,-0.0154,-0.074,0.0586
2012-07-19,0.0135,-0.0361,0.0496
2012-07-20,0.0057,-0.0351,0.0408
2012-07-23,0.0134,-0.0219,0.0353
2012-07-24,0.0082,-0.0217,0.0299
2012-07-25,0.0239,-0.0048,0.0287
2012-07-26,0.0408,0.0097,0.0311
2012-07-27,0.0794,0.0387,0.0408
2012-07-30,0.0973,0.0452,0.0521
2012-07-31,0.1269,0.0598,0.067
2012-08-01,0.1366,0.0557,0.0809
2012-08-02,0.1467,0.0526,0.0941
2012-08-03,0.1753,0.065,0.1103
2012-08-06,0.2188,0.0868,0.132
2012-08-07,0.2616,0.1037,0.158
2012-08-08,0.2985,0.1125,0.1861
2012-08-09,0.3623,0.141,0.2213
2012-08-10,0.4011,0.1438,0.2573
2012-08-13,0.442,0.1478,0.2942
2012-08-14,0.4514,0.1258,0.3257
2012-08-15,0.4449,0.0954,0.3495
2012-08-16,0.4586,0.0873,0.3713
2012-08-17,0.4538,0.066,0.3878
2012-08-20,0.4449,0.0456,0.3992
2012-08-21,0.4296,0.0243,0.4053
2012-08-22,0.4151,0.0079,0.4073
2012-08-23,0.3723,-0.028,0.4003
2012-08-24,0.3581,-0.0337,0.3918
2012-08-27,0.3229,-0.0551,0.3781
2012-08-28,0.2869,-0.0729,0.3598
2012-08-29,0.2578,-0.0816,0.3394
2012-08-30,0.2105,-0.1031,0.3136
2012-08-31,0.1695,-0.1153,0.2848
2012-09-04,0.0752,-0.1677,0.2429
2012-09-05,0.004,-0.1911,0.1951
2012-09-06,-0.0191,-0.1713,0.1523
2012-09-07,-0.0633,-0.1724,0.1092
2012-09-10,-0.1068,-0.1727,0.066
2012-09-11,-0.1268,-0.1542,0.0274
2012-09-12,-0.1292,-0.1253,-0.0039
2012-09-13,-0.1227,-0.0951,-0.0277
2012-09-14,-0.1031,-0.0604,-0.0428
2012-09-17,-0.1169,-0.0593,-0.0576
2012-09-18,-0.1192,-0.0493,-0.0699
2012-09-19,-0.1069,-0.0296,-0.0773
2012-09-20,-0.104,-0.0213,-0.0826
2012-09-21,-0.0961,-0.0108,-0.0853
2012-09-24,-0.0893,-0.0032,-0.0861
2012-09-25,-0.1028,-0.0134,-0.0895
2012-09-26,-0.1306,-0.0329,-0.0977
2012-09-27,-0.1434,-0.0365,-0.1068
