date,SMA
2013-07-23,43.475
2013-07-24,43.5255
2013-07-25,43.5685
2013-07-26,43.6515
2013-07-29,43.8375
2013-07-30,43.992
2013-07-31,44.1555
2013-08-01,44.3065
2013-08-02,44.4365
2013-08-05,44.488
2013-08-06,44.566
2013-08-07,44.599
2013-08-08,44.663
2013-08-09,44.646
2013-08-12,44.667
2013-08-13,44.723
2013-08-14,44.754
2013-08-15,44.6985
2013-08-16,44.6225
2013-08-19,44.5425
2013-08-20,44.4755
2013-08-21,44.409
2013-08-22,44.343
2013-08-23,44.275
2013-08-26,44.1945
2013-08-27,44.091
2013-08-28,43.945
2013-08-29,43.8135
2013-08-30,43.678
2013-09-03,43.572
2013-09-04,43.4845
2013-09-05,43.4315
2013-09-06,43.373
2013-09-09,43.359
2013-09-10,43.346
2013-09-11,43.347
2013-09-12,43.353
2013-09-13,43.437
2013-09-16,43.578
2013-09-17,43.7895
2013-09-18,44.037
2013-09-19,44.2915
2013-09-20,44.5375
2013-09-23,44.721
2013-09-24,44.8475
2013-09-25,44.9825
2013-09-26,45.1045
2013-09-27,45.19
2013-09-30,45.296
2013-10-01,45.4565
2013-10-02,45.5975
2013-10-03,45.7225
2013-10-04,45.868
2013-10-07,45.951
2013-10-08,45.938
2013-10-09,45.931
2013-10-10,45.98
2013-10-11,46.018
2013-10-14,46.0435
2013-10-15,45.9675
2013-10-16,45.9245
2013-10-17,45.963
2013-10-18,45.9875
2013-10-21,46.05
2013-10-22,46.201
2013-10-23,46.351
2013-10-24,46.4975
2013-10-25,46.746
2013-10-28,46.9805
2013-10-29,47.18
2013-10-30,47.3225
2013-10-31,47.4445
2013-11-01,47.5525
2013-11-04,47.686
2013-11-05,47.8685
2013-11-06,48.0305
2013-11-07,48.1085
2013-11-08,48.2275
2013-11-11,48.3395
2013-11-12,48.4095
2013-11-13,48.449
2013-11-14,48.4425
2013-11-15,48.448
2013-11-18,48.474
2013-11-19,48.447
2013-11-20,48.428
2013-11-21,48.46
2013-11-22,48.442
2013-11-25,48.3915
2013-11-26,48.332
2013-11-27,48.3045
2013-11-29,48.3045
2013-12-02,48.276
2013-12-03,48.3365
2013-12-04,48.4115
2013-12-05,48.497
2013-12-06,48.7025
2013-12-09,48.8615
2013-12-10,49.04
2013-12-11,49.2995
2013-12-12,49.5265
2013-12-13,49.743
2013-12-16,49.9895
2013-12-17,50.2275
2013-12-18,50.5205
2013-12-19,50.7545
2013-12-20,50.9555
2013-12-23,51.1375
2013-12-24,51.335
2013-12-26,51.5545
2013-12-27,51.7695
2013-12-30,51.9975
2013-12-31,52.2185
2014-01-02,52.319
2014-01-03,52.4505
2014-01-06,52.482
2014-01-07,52.439
2014-01-08,52.3965
2014-01-09,52.3505
2014-01-10,52.262
2014-01-13,52.134
2014-01-14,52.0455
2014-01-15,51.8825
2014-01-16,51.726
2014-01-17,51.513
2014-01-21,51.3815
2014-01-22,51.206
2014-01-23,51.0205
2014-01-24,50.792
2014-01-27,50.484
2014-01-28,50.241
2014-01-29,49.971
2014-01-30,49.746
2014-01-31,49.6085
2014-02-03,49.361
2014-02-04,49.239
2014-02-05,49.101
2014-02-06,48.9795
2014-02-07,48.863
2014-02-10,48.7955
2014-02-11,48.787
2014-02-12,48.785
2014-02-13,48.797
2014-02-14,48.8085
2014-02-18,48.8785
2014-02-19,48.938
2014-02-20,49.077
2014-02-21,49.1855
2014-02-24,49.3385
2014-02-25,49.533
2014-02-26,49.6855
2014-02-27,49.8505
2014-02-28,49.9805
2014-03-03,50.0235
2014-03-04,50.2355
2014-03-05,50.423
2014-03-06,50.6385
2014-03-07,50.815
2014-03-10,50.9535
2014-03-11,51.0635
2014-03-12,51.1625
2014-03-13,51.2005
2014-03-14,51.2435
2014-03-17,51.306
2014-03-18,51.388
2014-03-19,51.484
2014-03-20,51.575
2014-03-21,51.696
2014-03-24,51.7215
2014-03-25,51.77
2014-03-26,51.808
2014-03-27,51.8455
2014-03-28,51.849
2014-03-31,51.9145
2014-04-01,51.94
2014-04-02,52.022
2014-04-03,52.095
2014-04-04,52.132
2014-04-07,52.08
2014-04-08,51.9475
2014-04-09,51.897
2014-04-10,51.6985
2014-04-11,51.461
2014-04-14,51.2035
2014-04-15,50.9415
2014-04-16,50.692
2014-04-17,50.4355
2014-04-21,50.234
2014-04-22,50.1665
2014-04-23,50.089
2014-04-24,49.98
2014-04-25,49.854
2014-04-28,49.8485
2014-04-29,49.847
2014-04-30,49.846
2014-05-01,49.7595
2014-05-02,49.6435
2014-05-05,49.6015
2014-05-06,49.616
2014-05-07,49.8005
2014-05-08,49.8765
2014-05-09,50.122
2014-05-12,50.4175
2014-05-13,50.686
2014-05-14,50.9365
2014-05-15,51.165
2014-05-16,51.384
2014-05-19,51.618
2014-05-20,51.7945
2014-05-21,51.951
2014-05-22,52.1665
2014-05-23,52.407
2014-05-27,52.563
2014-05-28,52.698
2014-05-29,52.7955
2014-05-30,52.9315
2014-06-02,53.08
2014-06-03,53.2305
2014-06-04,53.414
2014-06-05,53.5395
2014-06-06,53.687
2014-06-09,53.766
2014-06-10,53.846
2014-06-11,53.9475
2014-06-12,53.987
2014-06-13,54.0605
2014-06-16,54.114
2014-06-17,54.1235
2014-06-18,54.175
2014-06-19,54.221
2014-06-20,54.2045
2014-06-23,54.1945
2014-06-24,54.1745
2014-06-25,54.221
2014-06-26,54.345
2014-06-27,54.468
2014-06-30,54.5825
2014-07-01,54.7085
2014-07-02,54.885
2014-07-03,55.031
2014-07-07,55.146
2014-07-08,55.2385
2014-07-09,55.2905
2014-07-10,55.3685
2014-07-11,55.4335
2014-07-14,55.468
2014-07-15,55.44
2014-07-16,55.4075
2014-07-17,55.355
2014-07-18,55.391
2014-07-21,55.426
2014-07-22,55.441
2014-07-23,55.4855
2014-07-24,55.4395
2014-07-25,55.273
2014-07-28,55.1205
2014-07-29,54.97
2014-07-30,54.813
2014-07-31,54.5245
2014-08-01,54.2375
2014-08-04,54.032
2014-08-05,53.887
2014-08-06,53.739
2014-08-07,53.571
2014-08-08,53.464
2014-08-11,53.387
2014-08-12,53.357
2014-08-13,53.3545
2014-08-14,53.388
2014-08-15,53.3375
2014-08-18,53.353
2014-08-19,53.415
2014-08-20,53.444
2014-08-21,53.488
2014-08-22,53.589
2014-08-25,53.6955
2014-08-26,53.8115
2014-08-27,53.909
2014-08-28,54.072
2014-08-29,54.212
2014-09-02,54.301
2014-09-03,54.437
2014-09-04,54.6115
2014-09-05,54.787
2014-09-08,54.9245
2014-09-09,55.1065
2014-09-10,55.324
2014-09-11,55.5365
2014-09-12,55.721
2014-09-15,55.9225
2014-09-16,56.137
2014-09-17,56.3535
2014-09-18,56.573
2014-09-19,56.778
2014-09-22,56.9535
2014-09-23,57.038
2014-09-24,57.203
2014-09-25,57.318
2014-09-26,57.4975
2014-09-29,57.6595
2014-09-30,57.794
2014-10-01,57.88
2014-10-02,57.9365
2014-10-03,58.074
2014-10-06,58.186
2014-10-07,58.171
2014-10-08,58.2285
2014-10-09,58.172
2014-10-10,58.0265
2014-10-13,57.811
2014-10-14,57.5875
2014-10-15,57.338
2014-10-16,57.0105
2014-10-17,56.726
2014-10-20,56.511
2014-10-21,56.4475
2014-10-22,56.34
2014-10-23,56.416
2014-10-24,56.471
2014-10-27,56.5695
2014-10-28,56.728
2014-10-29,56.8655
2014-10-30,57.091
2014-10-31,57.3295
2014-11-03,57.6015
2014-11-04,57.902
2014-11-05,58.112
2014-11-06,58.4115
2014-11-07,58.738
2014-11-10,59.2465
2014-11-11,59.7325
2014-11-12,60.189
2014-11-13,60.7255
2014-11-14,61.257
2014-11-17,61.7885
2014-11-18,62.2765
2014-11-19,62.7065
2014-11-20,62.99
2014-11-21,63.3435
2014-11-24,63.708
2014-11-25,64.0645
2014-11-26,64.5005
2014-11-28,64.9015
2014-12-01,65.184
2014-12-02,65.485
2014-12-03,65.777
2014-12-04,66.1285
2014-12-05,66.4785
2014-12-08,66.8745
2014-12-09,67.142
2014-12-10,67.3285
2014-12-11,67.492
2014-12-12,67.574
2014-12-15,67.655
2014-12-16,67.6655
2014-12-17,67.6915
2014-12-18,67.8125
2014-12-19,67.9385
2014-12-22,67.919
2014-12-23,67.7475
2014-12-24,67.655
2014-12-26,67.569
2014-12-29,67.466
2014-12-30,67.3255
2014-12-31,67.134
2015-01-02,67.0035
2015-01-05,66.7575
2015-01-06,66.4885
2015-01-07,66.364
2015-01-08,66.2885
2015-01-09,66.1985
2015-01-12,66.135
2015-01-13,66.041
2015-01-14,65.945
2015-01-15,65.827
2015-01-16,65.7255
2015-01-20,65.502
2015-01-21,65.2515
2015-01-22,65.052
2015-01-23,64.956
2015-01-26,64.787
2015-01-27,64.593
2015-01-28,64.3285
2015-01-29,64.1695
2015-01-30,63.915
2015-02-02,63.6555
2015-02-03,63.5055
2015-02-04,63.1345
2015-02-05,62.6875
2015-02-06,62.151
2015-02-09,61.636
2015-02-10,61.1925
2015-02-11,60.8575
2015-02-12,60.525
2015-02-13,60.283
2015-02-17,59.992
2015-02-18,59.7815
2015-02-19,59.5965
2015-02-20,59.5125
2015-02-23,59.4195
2015-02-24,59.3215
2015-02-25,59.1975
2015-02-26,59.131
2015-02-27,59.0
2015-03-02,59.0055
2015-03-03,58.9515
2015-03-04,58.8825
2015-03-05,58.88
2015-03-06,58.7625
2015-03-09,58.6945
2015-03-10,58.7125
2015-03-11,58.699
2015-03-12,58.7645
2015-03-13,58.812
2015-03-16,58.8655
2015-03-17,58.916
2015-03-18,58.9485
2015-03-19,59.058
2015-03-20,59.013
2015-03-23,59.0085
2015-03-24,58.9465
2015-03-25,58.8265
2015-03-26,58.664
2015-03-27,58.5215
2015-03-30,58.4105
2015-03-31,58.3565
2015-04-01,58.198
2015-04-02,58.2055
2015-04-06,58.304
2015-04-07,58.448
2015-04-08,58.5965
2015-04-09,58.7815
2015-04-10,58.9815
2015-04-13,59.1415
2015-04-14,59.2715
2015-04-15,59.3865
2015-04-16,59.5215
2015-04-17,59.5765
2015-04-20,59.7335
2015-04-21,59.89
2015-04-22,60.1345
2015-04-23,60.436
2015-04-24,60.876
2015-04-27,61.2445
2015-04-28,61.657
2015-04-29,62.0115
2015-04-30,62.3895
2015-05-01,62.755
2015-05-04,63.1085
2015-05-05,63.3805
2015-05-06,63.637
2015-05-07,63.856
2015-05-08,64.018
2015-05-11,64.218
2015-05-12,64.3725
2015-05-13,64.536
2015-05-14,64.705
2015-05-15,64.89
2015-05-18,64.9935
2015-05-19,65.0995
2015-05-20,65.168
2015-05-21,65.238
2015-05-22,65.2085
2015-05-26,65.2625
2015-05-27,65.307
2015-05-28,65.399
2015-05-29,65.4955
2015-06-01,65.626
2015-06-02,65.723
2015-06-03,65.8805
2015-06-04,66.0545
2015-06-05,66.1895
2015-06-08,66.317
2015-06-09,66.4405
2015-06-10,66.612
2015-06-11,66.749
2015-06-12,66.803
2015-06-15,66.849
2015-06-16,66.907
2015-06-17,67.009
2015-06-18,67.1635
2015-06-19,67.355
2015-06-22,67.587
2015-06-23,67.783
2015-06-24,67.875
2015-06-25,67.9925
2015-06-26,68.186
2015-06-29,68.1985
2015-06-30,68.227
2015-07-01,68.302
2015-07-02,68.3415
2015-07-06,68.3825
2015-07-07,68.421
2015-07-08,68.4205
2015-07-09,68.407
2015-07-10,68.4665
2015-07-13,68.5925
2015-07-14,68.737
2015-07-15,68.886
2015-07-16,68.997
2015-07-17,69.0475
2015-07-20,69.1135
2015-07-21,69.1345
2015-07-22,69.1615
2015-07-23,69.2265
2015-07-24,69.1395
2015-07-27,69.0835
2015-07-28,69.286
2015-07-29,69.465
2015-07-30,69.5475
2015-07-31,69.6375
2015-08-03,69.713
2015-08-04,69.7825
2015-08-05,69.9145
2015-08-06,69.978
2015-08-07,69.9475
2015-08-10,69.9295
2015-08-11,69.852
2015-08-12,69.802
2015-08-13,69.7295
2015-08-14,69.6625
2015-08-17,69.591
2015-08-18,69.507
2015-08-19,69.4085
2015-08-20,69.2565
2015-08-21,69.1475
2015-08-24,68.853
2015-08-25,68.327
2015-08-26,67.9455
2015-08-27,67.663
2015-08-28,67.3615
2015-08-31,66.9955
2015-09-01,66.523
2015-09-02,66.057
2015-09-03,65.674
2015-09-04,65.2315
2015-09-08,64.7995
2015-09-09,64.35
2015-09-10,63.8915
2015-09-11,63.432
2015-09-14,62.9465
2015-09-15,62.438
2015-09-16,61.9705
2015-09-17,61.534
2015-09-18,61.221
2015-09-21,60.8955
2015-09-22,60.61
2015-09-23,60.446
2015-09-24,60.1175
2015-09-25,59.679
2015-09-28,59.105
2015-09-29,58.624
2015-09-30,58.3195
2015-10-01,58.027
2015-10-02,57.739
2015-10-05,57.5845
2015-10-06,57.31
2015-10-07,57.1285
2015-10-08,56.9515
2015-10-09,56.766
2015-10-12,56.6075
2015-10-13,56.3375
2015-10-14,56.059
2015-10-15,55.873
2015-10-16,55.6385
2015-10-19,55.477
2015-10-20,55.3315
2015-10-21,55.1515
2015-10-22,54.7365
2015-10-23,54.4665
2015-10-26,54.435
2015-10-27,54.4245
2015-10-28,54.367
2015-10-29,54.3155
2015-10-30,54.502
2015-11-02,54.837
2015-11-03,55.2045
2015-11-04,55.613
2015-11-05,55.9495
2015-11-06,56.374
2015-11-09,56.747
2015-11-10,57.172
2015-11-11,57.518
2015-11-12,57.7225
2015-11-13,57.889
2015-11-16,58.0815
2015-11-17,58.359
2015-11-18,58.717
2015-11-19,59.331
2015-11-20,59.8695
2015-11-23,60.3335
2015-11-24,60.761
2015-11-25,61.1125
2015-11-27,61.4075
2015-11-30,61.3375
2015-12-01,61.1195
2015-12-02,60.884
2015-12-03,60.5
2015-12-04,60.2205
2015-12-07,59.8275
2015-12-08,59.4995
2015-12-09,59.186
2015-12-10,58.932
2015-12-11,58.6225
2015-12-14,58.4015
2015-12-15,58.2205
2015-12-16,58.083
2015-12-17,57.8525
2015-12-18,57.612
2015-12-21,57.3665
2015-12-22,57.1885
2015-12-23,57.061
2015-12-24,56.9695
2015-12-28,56.907
2015-12-29,56.972
2015-12-30,57.011
2015-12-31,57.087
2016-01-04,57.1615
2016-01-05,57.171
2016-01-06,57.2265
2016-01-07,57.2535
2016-01-08,57.2345
2016-01-11,57.1395
2016-01-12,57.1795
2016-01-13,56.9665
2016-01-14,56.875
2016-01-15,56.8605
2016-01-19,56.791
2016-01-20,56.8615
2016-01-21,56.9695
2016-01-22,57.0315
2016-01-25,57.035
2016-01-26,57.025
2016-01-27,56.943
2016-01-28,56.763
2016-01-29,56.518
2016-02-01,56.2755
2016-02-02,56.0925
2016-02-03,56.066
2016-02-04,56.035
2016-02-05,55.8305
2016-02-08,55.6925
2016-02-09,55.6725
2016-02-10,55.5665
2016-02-11,55.6165
2016-02-12,55.5175
2016-02-16,55.326
2016-02-17,55.327
2016-02-18,55.197
2016-02-19,54.9935
2016-02-22,54.816
2016-02-23,54.637
2016-02-24,54.4685
2016-02-25,54.423
2016-02-26,54.4305
2016-02-29,54.416
2016-03-01,54.5135
2016-03-02,54.601
2016-03-03,54.5555
2016-03-04,54.525
2016-03-07,54.689
2016-03-08,54.8105
2016-03-09,54.956
2016-03-10,55.1315
2016-03-11,55.409
2016-03-14,55.6405
2016-03-15,55.746
2016-03-16,55.811
2016-03-17,55.8495
2016-03-18,55.9635
2016-03-21,56.0
2016-03-22,56.1215
2016-03-23,56.195
2016-03-24,56.191
2016-03-28,56.1965
2016-03-29,56.3185
2016-03-30,56.3515
2016-03-31,56.4225
2016-04-01,56.497
2016-04-04,56.65
2016-04-05,56.757
2016-04-06,56.9855
2016-04-07,57.131
2016-04-08,57.243
2016-04-11,57.2815
2016-04-12,57.416
2016-04-13,57.588
2016-04-14,57.7365
2016-04-15,57.946
2016-04-18,58.1115
2016-04-19,58.3195
2016-04-20,58.4685
2016-04-21,58.719
2016-04-22,58.984
2016-04-25,59.227
2016-04-26,59.421
2016-04-27,59.606
2016-04-28,59.81
2016-04-29,59.989
2016-05-02,60.1005
2016-05-03,60.262
2016-05-04,60.3405
2016-05-05,60.4925
2016-05-06,60.6945
2016-05-09,60.9545
2016-05-10,61.1465
2016-05-11,61.3285
2016-05-12,61.489
2016-05-13,61.6135
2016-05-16,61.742
2016-05-17,61.746
2016-05-18,61.745
2016-05-19,61.6405
2016-05-20,61.554
2016-05-23,61.4705
2016-05-24,61.459
2016-05-25,61.485
2016-05-26,61.52
2016-05-27,61.6055
2016-05-31,61.68
2016-06-01,61.733
2016-06-02,61.9145
2016-06-03,62.0475
2016-06-06,62.063
2016-06-07,62.033
2016-06-08,61.9325
2016-06-09,61.835
2016-06-10,61.7605
2016-06-13,61.657
2016-06-14,61.5295
2016-06-15,61.537
2016-06-16,61.559
2016-06-17,61.5955
2016-06-20,61.6165
2016-06-21,61.6505
2016-06-22,61.635
2016-06-23,61.6395
2016-06-24,61.5375
2016-06-27,61.336
2016-06-28,61.189
2016-06-29,61.138
2016-06-30,60.979
2016-07-01,60.8645
2016-07-05,60.8195
2016-07-06,60.833
2016-07-07,60.918
2016-07-08,61.0885
2016-07-11,61.256
2016-07-12,61.535
2016-07-13,61.7785
2016-07-14,61.9395
2016-07-15,62.0605
2016-07-18,62.238
2016-07-19,62.3985
2016-07-20,62.57
2016-07-21,62.745
2016-07-22,62.87
2016-07-25,63.093
2016-07-26,63.3815
2016-07-27,63.627
2016-07-28,63.7725
2016-07-29,63.9885
2016-08-01,64.2
2016-08-02,64.443
2016-08-03,64.603
2016-08-04,64.7365
2016-08-05,64.8555
2016-08-08,64.955
2016-08-09,65.0175
2016-08-10,65.1005
2016-08-11,65.267
2016-08-12,65.4605
2016-08-15,65.652
2016-08-16,65.823
2016-08-17,65.994
2016-08-18,66.138
2016-08-19,66.3025
2016-08-22,66.437
2016-08-23,66.523
2016-08-24,66.531
2016-08-25,66.531
2016-08-26,66.45
2016-08-29,66.3285
2016-08-30,66.1975
2016-08-31,66.074
2016-09-01,65.9705
2016-09-02,65.8495
2016-09-06,65.763
2016-09-07,65.6735
2016-09-08,65.555
2016-09-09,65.3755
2016-09-12,65.22
2016-09-13,65.0175
2016-09-14,64.8475
2016-09-15,64.6735
2016-09-16,64.4985
2016-09-19,64.289
2016-09-20,64.1025
2016-09-21,63.999
2016-09-22,64.0
2016-09-23,64.013
2016-09-26,63.986
2016-09-27,63.989
2016-09-28,63.992
2016-09-29,63.928
2016-09-30,63.88
2016-10-03,63.8355
2016-10-04,63.755
2016-10-05,63.676
2016-10-06,63.6145
2016-10-07,63.593
2016-10-10,63.5545
2016-10-11,63.507
2016-10-12,63.4005
2016-10-13,63.2905
2016-10-14,63.1355
2016-10-17,62.997
2016-10-18,62.9105
2016-10-19,62.777
2016-10-20,62.611
2016-10-21,62.411
2016-10-24,62.2635
2016-10-25,62.1125
2016-10-26,61.9525
2016-10-27,61.8845
2016-10-28,61.611
2016-10-31,61.2385
2016-11-01,60.911
2016-11-02,60.581
2016-11-03,60.234
2016-11-04,59.8895
2016-11-07,59.6695
2016-11-08,59.4905
2016-11-09,59.562
2016-11-10,59.7045
2016-11-11,59.851
2016-11-14,59.9925
2016-11-15,60.0585
2016-11-16,60.064
2016-11-17,60.061
2016-11-18,60.038
2016-11-21,60.003
2016-11-22,59.872
2016-11-23,59.83
2016-11-25,59.7825
2016-11-28,59.8755
2016-11-29,60.166
2016-11-30,60.3835
2016-12-01,60.502
2016-12-02,60.679
2016-12-05,60.92
2016-12-06,61.0555
2016-12-07,61.1145
2016-12-08,61.0275
2016-12-09,60.9045
2016-12-12,60.8515
2016-12-13,60.8025
2016-12-14,60.7425
2016-12-15,60.7665
2016-12-16,60.7925
2016-12-19,60.8775
2016-12-20,60.9645
2016-12-21,61.0905
2016-12-22,61.1645
2016-12-23,61.256
2016-12-27,61.408
2016-12-28,61.442
2016-12-29,61.5385
2016-12-30,61.7115
2017-01-03,61.8605
2017-01-04,61.982
2017-01-05,62.0895
2017-01-06,62.2795
2017-01-09,62.445
2017-01-10,62.5715
2017-01-11,62.5265
2017-01-12,62.491
2017-01-13,62.507
2017-01-17,62.499
2017-01-18,62.471
2017-01-19,62.429
2017-01-20,62.3785
2017-01-23,62.354
2017-01-24,62.3
2017-01-25,62.252
2017-01-26,62.1905
2017-01-27,62.077
2017-01-30,61.962
2017-01-31,61.8865
2017-02-01,61.8105
2017-02-02,61.6905
2017-02-03,61.5355
2017-02-06,61.3785
2017-02-07,61.196
2017-02-08,61.0185
2017-02-09,61.0035
2017-02-10,60.9605
2017-02-13,60.8865
2017-02-14,60.8345
2017-02-15,60.834
2017-02-16,60.839
2017-02-17,60.87
2017-02-21,60.9135
2017-02-22,60.9525
2017-02-23,60.9805
2017-02-24,61.0215
2017-02-27,61.1325
2017-02-28,61.203
2017-03-01,61.289
2017-03-02,61.407
2017-03-03,61.5295
2017-03-06,61.6735
2017-03-07,61.8255
2017-03-08,62.0045
2017-03-09,62.2035
2017-03-10,62.4555
2017-03-13,62.727
2017-03-14,62.985
2017-03-15,63.2715
2017-03-16,63.484
2017-03-17,63.6945
2017-03-20,63.896
2017-03-21,64.072
2017-03-22,64.28
2017-03-23,64.4655
2017-03-24,64.642
2017-03-27,64.836
2017-03-28,65.043
2017-03-29,65.19
2017-03-30,65.3005
2017-03-31,65.3915
2017-04-03,65.4655
2017-04-04,65.5365
2017-04-05,65.5775
2017-04-06,65.6065
2017-04-07,65.5895
2017-04-10,65.5455
2017-04-11,65.471
2017-04-12,65.362
2017-04-13,65.2735
2017-04-17,65.2045
2017-04-18,65.097
2017-04-19,65.002
2017-04-20,64.915
2017-04-21,64.8235
2017-04-24,64.7755
2017-04-25,64.7255
2017-04-26,64.6785
2017-04-27,64.6935
2017-04-28,64.7175
2017-05-01,64.7835
2017-05-02,64.8635
2017-05-03,64.945
2017-05-04,65.0585
2017-05-05,65.154
2017-05-08,65.1875
2017-05-09,65.2475
2017-05-10,65.3375
2017-05-11,65.384
2017-05-12,65.4805
2017-05-15,65.5985
2017-05-16,65.7585
2017-05-17,65.8545
2017-05-18,65.947
2017-05-19,66.035
2017-05-22,66.074
2017-05-23,66.111
2017-05-24,66.1555
2017-05-25,66.168
2017-05-26,66.174
2017-05-30,66.151
2017-05-31,66.1205
2017-06-01,66.119
2017-06-02,66.12
2017-06-05,66.146
2017-06-06,66.229
2017-06-07,66.358
2017-06-08,66.497
2017-06-09,66.7155
2017-06-12,66.889
2017-06-13,67.039
2017-06-14,67.2225
2017-06-15,67.484
2017-06-16,67.755
2017-06-19,68.043
2017-06-20,68.332
2017-06-21,68.607
2017-06-22,68.9695
2017-06-23,69.2855
2017-06-26,69.6195
2017-06-27,69.938
2017-06-28,70.283
2017-06-29,70.5715
2017-06-30,70.8345
2017-07-03,71.08
2017-07-05,71.3105
2017-07-06,71.4595
2017-07-07,71.623
2017-07-10,71.731
2017-07-11,71.8465
2017-07-12,71.957
2017-07-13,72.0625
2017-07-14,72.188
2017-07-17,72.2705
2017-07-18,72.315
2017-07-19,72.3925
2017-07-20,72.526
2017-07-21,72.5985
2017-07-24,72.662
2017-07-25,72.651
2017-07-26,72.661
2017-07-27,72.6015
2017-07-28,72.4995
2017-07-31,72.3695
2017-08-01,72.298
2017-08-02,72.2095
2017-08-03,72.1725
2017-08-04,72.1205
2017-08-07,72.09
2017-08-08,72.0715
2017-08-09,72.0785
2017-08-10,71.969
2017-08-11,71.845
2017-08-14,71.751
2017-08-15,71.6565
2017-08-16,71.539
2017-08-17,71.331
2017-08-18,71.0975
2017-08-21,70.937
2017-08-22,70.8985
2017-08-23,70.845
2017-08-24,70.864
2017-08-25,70.966
2017-08-28,71.1365
2017-08-29,71.2815
2017-08-30,71.442
2017-08-31,71.6575
2017-09-01,71.879
2017-09-05,72.0805
2017-09-06,72.3595
2017-09-07,72.8475
2017-09-08,73.5925
2017-09-11,74.411
2017-09-12,75.2575
2017-09-13,76.164
2017-09-14,77.104
2017-09-15,77.98
2017-09-18,78.748
2017-09-19,79.5315
2017-09-20,80.3145
2017-09-21,81.109
2017-09-22,81.8775
2017-09-25,82.582
2017-09-26,83.1835
2017-09-27,83.7265
2017-09-28,84.4785
2017-09-29,85.1565
2017-10-02,85.905
2017-10-03,86.6275
2017-10-04,87.27
2017-10-05,87.69
2017-10-06,87.9475
2017-10-09,88.1365
2017-10-10,88.3075
2017-10-11,88.503
2017-10-12,88.613
2017-10-13,88.778
2017-10-16,89.064
2017-10-17,89.354
2017-10-18,89.7855
2017-10-19,90.239
2017-10-20,90.67
2017-10-23,91.067
2017-10-24,91.384
2017-10-25,91.7355
2017-10-26,91.7655
2017-10-27,91.919
2017-10-30,91.9475
2017-10-31,91.975
2017-11-01,92.102
2017-11-02,92.144
2017-11-03,92.235
2017-11-06,92.344
2017-11-07,92.4835
2017-11-08,92.65
2017-11-09,92.8735
2017-11-10,93.1115
2017-11-13,93.3155
2017-11-14,93.4445
2017-11-15,93.3305
2017-11-16,93.23
2017-11-17,93.1055
2017-11-20,93.06
2017-11-21,93.2095
2017-11-22,93.344
2017-11-24,93.602
2017-11-27,93.7765
